index,name,name_pub,manmask,record,blue_before,blue_after,quanta,ew_before,ew_after,dew_pct,band
94,LEDA 10293_COS,LEDA   10293,3,BEST_iter06_gtr_comps_high,473.48142602680343,404.4969925394556,-1,70.75512838456794,58.633685071593405,-17.131540270963995,large
95,LB 1727_COS,LB  1727,3,BEST_iter01_gtr_prior,59.38121176138286,59.38121176138286,0,120.97906789521332,120.26551665971796,-0.5898137982955906,small
97,Ton S 210_STIS,Ton S 210,0,REJECT_ALL_iter02_noncivmasks,-1463.8717505227507,1299.9586958205564,40,239.41604069786789,163.32844883168386,-31.780490415094242,large
98,2MASS J12305003+0115226_COMBINED,2MASS J12305003+0115226,2,BEST_iter05_gtr_hand,1849.685055631564,1781.0297648243463,-1,16.0167770532874,14.325827646466784,-10.557363701791378,large
99,LEDA 3095439_COS,LEDA 3095439,2,BEST_iter07_gtr_hand,-286.1411570333448,-839.7978676717526,-8,132.3617195998154,136.26706602346343,2.9505104915949487,large
100,SWIFT J2325.6+2157_COS,SWIFT J2325.6+2157,3,BEST_iter06_gtr_hand,404.4969925394556,197.48560807496355,-3,163.24446917268062,132.68080698405083,-18.722632591184105,large
101,LEDA 52314_COMBINED,LEDA   52314,2,BEST_iter05_gtr_stismasks_z129,59.38121176138286,335.5125590520637,4,81.61014220441074,56.70916203982051,-30.51211466121476,large
102,QSO J0623-6436_COS,QSO J0623-6436,3,BEST_iter05_allmasks_comps_high,-286.1411570333448,-701.286883341517,-6,91.69126651287426,89.92317173552506,-1.9283131802972193,large
103,Mrk 876_COMBINED,Mrk  876,3,BEST_iter04_gtr_cosmasks,473.48142602680343,542.4464981800312,1,44.24079354266578,38.883627051609785,-12.109110307638458,large
104,PG1416-129_FOS,[HB89] 1416-129,3,BEST_iter04_gtr_hand,128.44309058521125,128.44309058521125,0,364.0697404918512,364.06207939336633,-0.002104294214206255,unchanged
105,MCG+13-07-002_COS,MCG+13-07-002,2,BEST_iter04_gtr_comps_high,473.48142602680343,266.5087642305957,-3,40.993414661442856,46.76741186339022,14.085182338757964,large
106,QSO B1626+5529_COS,SBS 1626+554,3,BEST_iter03_allmasks,-9.68066706248958,-78.78126855460229,-1,63.786156318331294,77.41893098743127,21.3726229263043,large
107,ZTF J004818.97+394111.8_COS,2MASS J00481898+3941116,2,BEST_iter05_gtr_hand,266.5087642305957,473.48142602680343,3,51.72768369824064,55.5163356872804,7.324225092198789,small
108,LEDA 1790_FOS,PG 0026+129,2,BEST_iter01_gtr_prior,128.44309058521125,128.44309058521125,0,38.11549738108507,38.114375927860934,-0.002942250006406421,unchanged
109,LEDA 82580_COS,LEDA   82580,0,REJECT_ALL_iter03_allmasks,-632.0507525105193,266.5087642305957,13,769.5313695833592,65.25608671705454,-91.52002253626313,large
110,LEDA 3237_COMBINED,PG 0052+251,3,BEST_iter05_gtr_hand,335.5125590520637,404.4969925394556,1,114.65885842426204,118.40222070292135,3.2647824425462937,small
112,PG1402+261_COMBINED,FBQS J140516.1+255534,3,BEST_iter03_allmasks,473.48142602680343,404.4969925394556,-1,38.20528455865245,38.35007389438041,0.3789772472592826,small
113,PG1322+659_STIS,PG 1322+659,3,BEST_iter07_allmasks_uvonly,-217.00183287294783,-217.00183287294783,0,75.41621279331457,74.989217877633,-0.5661845110835736,small
114,QSO B1725-142_COS,QSO B1725-142,2,BEST_iter01_baseline,3765.740764643641,4174.7295867000685,6,34.46404473961488,13.740407926857912,-60.13118010184124,large
115,2MASS J00435499+4234302_COS,QSO J0043+4234,3,BEST_iter03_gtr_comps_low,335.5125590520637,611.3922089991388,4,310.2875503455261,122.56949593947655,-60.49809417007315,large
116,ICRF J213745.1-143255_FOS,[HB89] 2135-147,3,BEST_iter01_gtr_prior,-78.78126855460229,-78.78126855460229,0,177.50598520292763,177.50455104057818,-0.0008079515447408295,unchanged
117,OX169_FOS,[HB89] 2141+175,3,BEST_iter01_gtr_prior,404.4969925394556,404.4969925394556,0,30.54433702799542,30.544334355410516,-8.749854033281808e-06,unchanged
118,LBQS1317-0142_FOS,LBQS 1317-0142,3,BEST_iter03_gtr_comps_high,887.0008002684879,887.0008002684879,0,59.852522918932664,59.85252375481315,1.3965668347192e-06,unchanged
119,PG0953+415_COS,PG 0953+414,2,BEST_iter03_baseline_comps_low,611.3922089991388,1506.214988254143,13,40.0025032201366,25.489843237466427,-36.27937957483806,large
120,LBQS1132-0302_FOS,LBQS 1132-0302,3,BEST_iter03_gtr_comps_high,1574.9477243978852,1574.9477243978852,0,36.513442797831075,36.513442990910285,5.287893847166195e-07,unchanged
