ra_deg,dec_deg,em_min_aa,em_max_aa,all_instruments,mast_target_name,total_exptime,n_obs,proposal_ids,z_rankine,rankine_name,rankine_sep_arcsec,in_rankine,in_wushen,wushen_sep_arcsec,z_wushen,z_lyke,wushen_name,z_legacy,name_legacy,in_legacy_csv,legacy_sep_arcsec,f1450_legacy,z_src_legacy,z_kaspi,z_rm,z_ned,ned_name,ned_z_flag,best_z,z_source,em_max_aa_uv,civ_obs_aa,has_civ,in_sulentic2007,in_kaspi2000,in_barth2015,in_du2015,in_bentz2015,in_shen2016,in_matthews2021,catalog_flags,in_nls1_rk17,in_rakshit2020,rk20_sep_arcsec,hbeta_fwhm_rk20,rfeii_rk20,instrument_source,common_name,has_iue_data
142.15826923384202,60.42250545960199,454.6034,2399.4453,COS,SBSG 0924+606B,15709.568000000005,5,"MULTI,11598",,,577.4994219863875,0.0,1.0,0.009176688455551547,0.2957152827083427,0.29589,092837.98+602521.0,,,0.0,18691.09604168039,,,,,,,,0.2957152827083427,W,2399.4453,2010.9501187633477,True,False,False,False,False,False,False,False,256,False,True,0.0352565290712989,5784.004849,0.4244913030869152,HST,SBSG 0924+606B,False
347.1900005480699,-9.18998944895,454.6454,2419.6418,COS,LEDA 994116,5339.360000000001,1,11728,,,1365.9872688257474,0.0,1.0,0.0025309689012768186,0.192841161378267,0.193032,230845.60-091123.9,0.193032,SDSSJ230845.59-091123.9,1.0,0.0027801114333015587,2.0830666619318706e-15,DR16,,,,,,0.192841161378267,W,2419.6418,1851.2894824590703,True,False,False,False,False,False,False,False,256,False,True,0.0131290586218608,6974.646614,0.1609026673271973,HST,LEDA 994116,False
152.25861897854585,7.228843539752584,1134.3401,3222.5626,COS,QSO J1009+0713,159019.392,12,"MULTI,14708,17093,11598",,,779.4502118065451,0.0,1.0,0.02777090291351493,0.4563098405536901,0.456524,100902.06+071343.8,,,0.0,8374.822856590648,,,,,,,,0.4563098405536901,W,3222.5626,2260.192872539327,True,False,False,False,False,False,False,False,256,False,True,0.0491558178353788,7131.008649,0.3738375942368376,HST,QSO J1009+0713,False
98.94445541714715,-75.27127922074145,1134.2804,3301.0,COS/FOS,QSO J0635-7516,22928.723937000002,7,"11692,4044",,,242796.26985213518,0.0,0.0,242796.26985213518,,,,0.651,J06357-7516,1.0,0.6059189020566577,3.0907610868966006e-15,Sul,,,,,,0.651,*,3301.0,2562.352,True,True,False,False,False,False,False,False,0,False,False,,,,HST,QSO J0635-7516,True
95.78206850421002,-64.60575625319,1134.4102,1760.711,COS,QSO J0623-6436,8032.768000000001,1,11692,,,217276.00105009752,0.0,0.0,216859.6442966329,,,,0.129,IRAS-L06229-6434,1.0,0.18970422081615856,8.0070886221097e-15,https://arxiv.org/pdf/1710.10703.pdf,,,,,,0.129,*,1760.711,1752.208,True,False,False,False,False,False,False,False,0,False,False,,,,HST,QSO J0623-6436,False
9.09585627417,43.2778209278,1134.3986,1748.9975999999997,COS,LEDA 3095439,11600.544000000002,1,11632,,,26148.330070791213,0.0,0.0,25557.40978826801,,,,0.12,HS-0033+4300,1.0,0.3982644351599408,1.4103389010877802e-15,https://arxiv.org/pdf/1506.00635.pdf,,,,,,0.12,*,1748.9975999999997,1738.2400000000002,True,False,False,False,False,False,False,False,0,False,False,,,,HST,LEDA 3095439,False
205.71501345679997,-0.895956589534227,1067.1222999999998,2330.0,COS/FOS,LBQS 1340-0038,61543.28466391041,15,"MULTI,17076,13033,11598,5456",,,637.8245994610753,0.0,1.0,0.15412534445809947,0.3269400977285094,0.326537,134251.60-005345.3,,,0.0,21068.51859791589,,,,,,,,0.3269400977285094,W,2330.0,2059.4110316746464,True,False,False,False,False,False,False,False,256,False,True,0.1555161712453076,3356.63534,0.8967780719635224,HST,LBQS 1340-0038,False
177.835186143991,54.625828692679,1140.0,3301.0,COS/FOS,LB 2126,77455.57297458037,10,"MULTI,6220,4952",,,289.58327188055205,0.0,1.0,0.13017907195854017,0.9767036167678352,0.975979,115120.45+543733.0,,,0.0,18419.54082785886,,,,,,,,0.9767036167678352,W,3301.0,3067.84401322368,True,False,False,False,False,False,False,False,0,False,False,,,,HST,LB 2126,True
174.98764617070916,65.79703205470291,1134.3644,4822.0,COS/FOS,ICRF J113957.0+654749,77641.342624,24,"11541,4044,2424,2578",,,570.5949961144048,0.0,0.0,484.2587806526851,,,,0.6465,3C263,1.0,0.21311100870955166,5.12346655293758e-15,Sul,,,,,,0.6465,*,4822.0,2555.368,True,True,False,False,False,False,False,False,0,False,False,,,,HST,ICRF J113957.0+654749,True
119.08364293399,30.75985346626,450.4125,2420.9446999999996,COS,[VV2006] J075620.1+304535,11415.52,1,11728,,,542.7807605540016,0.0,1.0,0.05452338611602666,0.2357046557050597,0.235748,075620.07+304535.4,0.235748,SDSSJ075620.08+304535.3,1.0,1.121245062450968,4.39063369478915e-16,DR16,,,,,,0.2357046557050597,W,2420.9446999999996,1917.8136256542527,True,False,False,False,False,False,False,False,256,False,True,0.0647448815785482,3110.50582,1.0894723106211572,HST,[VV2006] J075620.1+304535,False
200.43737344195,3.51548543826,454.609,2400.9233,COS,ATO J200.4373+03.5154,2178.176,1,11728,,,709.7074641062213,0.0,1.0,0.03650663748596166,0.2685675796918334,0.268833,132144.97+033055.7,0.268833,SDSSJ132144.97+033055.7,1.0,1.343011716809194,,DR16,,,,,,0.2685675796918334,W,2400.9233,1968.8168836817256,True,False,False,False,False,False,False,False,256,False,True,0.0551295046938634,4243.346754,0.0,HST,ATO J200.4373+03.5154,False
209.30250958832804,17.078902617742003,1134.3728,1796.0394,COS,2MASS J13571260+1704439,22007.872,5,12248,,,861.2145134381814,0.0,1.0,0.17277138600181247,0.1509047488583722,0.1505,135712.61+170444.1,0.15,SDSSJ135712.61+170444.1,1.0,1.6876527415255218,3.3818617383445704e-15,https://arxiv.org/pdf/1507.06317.pdf,,,,,,0.1509047488583722,W,1796.0394,1786.2041702281936,True,False,False,False,False,False,False,False,256,False,True,0.1975843185456749,4779.153451,0.0839414994139847,HST,2MASS J13571260+1704439,False
186.39497703095,-2.79922026211,454.5864,2399.9987,COS,2MASS J12253479-0247571,5325.280000000001,1,11728,,,705.3689794166654,0.0,1.0,0.015582656534740003,0.1954394957730914,0.195419,122534.79-024757.1,0.195419,SDSSJ122534.79-024757.1,1.0,0.13671064896644775,1.0100887908043001e-15,DR16,,,,,,0.1954394957730914,W,2399.9987,1855.3220974398378,True,False,False,False,False,False,False,False,256,False,True,0.1057776495594958,2224.094582,0.3185329572020008,HST,2MASS J12253479-0247571,False
200.247577472925,29.957813446835,454.5982,2420.6801,COS,2MASS J13205941+2957282,21277.440000000002,2,"MULTI,13862",,,575.1140285240434,0.0,1.0,0.06869654662109519,0.2062562995478283,0.2060571163892746,132059.42+295728.1,0.206057116389275,J132059.41+295728.1,1.0,1.3187575549846058,6.22939990107409e-16,DR16,,,,,,0.2062562995478283,W,2420.6801,1872.1097768982295,True,False,False,False,False,False,False,False,256,False,True,0.0384088351237505,4530.700623,0.3200105988341282,HST,2MASS J13205941+2957282,False
151.93563903576,50.12963096804,454.6337,2381.0832,COS,2MASS J10074455+5007467,2497.152,1,11728,,,394.7268551367791,0.0,1.0,0.0318045950324382,0.2118716093544684,0.2123312801122665,100744.55+500746.6,0.212331280112267,SDSSJ100744.54+500746.6,1.0,0.8404569058480691,1.3724082524911703e-15,DR16,,,,,,0.2118716093544684,W,2381.0832,1880.8247377181349,True,False,False,False,False,False,False,False,256,False,True,0.029962143882194,2227.759682,0.2476952588506373,HST,2MASS J10074455+5007467,False
130.95729709559,26.31966426023,454.5813,2420.5097,COS,2MASS J08434975+2619106,15174.704,2,"MULTI,13862",,,1032.4970825980286,0.0,1.0,0.05607982687847817,0.2564214449372359,0.2571,084349.75+261910.7,0.2571,J084349.75+261910.7,1.0,0.9672643727313542,2.38485077681489e-15,DR16,,,,,,0.2564214449372359,W,2420.5097,1949.9660825425901,True,False,False,False,False,False,False,False,384,True,True,0.0191179218903369,2143.3636,0.3839780302601622,HST,2MASS J08434975+2619106,False
133.246757907035,3.2223926286705,454.6044,2400.3355,COS,2MASS J08525922+0313207,25126.464,4,"MULTI,13774,12603",,,1169.9374862532648,0.0,1.0,0.010691076586863642,0.3001248307869056,0.297364,085259.22+031320.6,,,0.0,37544.09013918331,,,,,,,,0.3001248307869056,W,2400.3355,2017.7937373812774,True,False,False,False,False,False,False,False,256,False,True,0.0113784290091339,2995.489232,0.800131314469357,HST,2MASS J08525922+0313207,False
131.92695969565747,34.751093595547495,1140.0,3301.0,COS/FOS/STIS,Ton 951,8852.790563,12,"12569,8144,2717",,,702.1786095366938,0.0,0.0,120.99398266463984,,,,,,0.0,30501.110982476624,,,0.064,0.064,,,,0.064,K,3301.0,1651.328,True,False,True,False,False,True,False,False,9,False,False,,,,HST,Ton 951,True
166.41582922945761,34.42622687753647,1134.2907,3268.4401000000007,COS,Ton 1329,38047.439999999995,17,11541,,,493.11824523644424,0.0,1.0,0.29757249652328643,0.5099321361945791,0.508346,110539.81+342534.6,,,0.0,23206.50794508456,,,,,,,,0.5099321361945791,W,3268.4401000000007,2343.414675373987,True,False,False,False,False,False,False,False,256,False,True,0.3209328129947252,3829.068654,0.6901038997193446,HST,Ton 1329,False
170.3085,3.4297000000000004,1150.0,1796.2323,COS,SDSSJ112114.22+032546.7,13622.560000000001,5,12248,,,733.5997336619223,0.0,1.0,2.7194814525063586,0.152138166098905,0.151994,112114.22+032546.7,,,0.0,19022.381691021634,,,,,,,,0.152138166098905,W,1796.2323,1788.1184337855004,True,False,False,False,False,False,False,False,128,True,False,,,,HST,SDSSJ112114.22+032546.7,False
171.4742302735123,59.17264107944308,1134.5309,3200.0,COS/FOS/STIS,SBSG 1123+594A,62474.67199999999,13,"11520,9874,4952",,,390.02861694710543,0.0,1.0,0.17376660242734832,0.8540186436278705,0.85142,112553.79+591021.5,,,0.0,16917.969961043098,,,,,,,,0.8540186436278705,W,3200.0,2877.436934910455,True,False,False,False,False,False,False,False,0,False,False,,,,HST,SBSG 1123+594A,False
237.70123867540667,40.029143306529996,1134.2486,3229.3097,COS,QSO J1550+4001,20422.144,6,"MULTI,17093,11598",,,141.160082372957,0.0,1.0,0.027317848746293123,0.4973878733789981,0.497235,155048.29+400144.8,,,0.0,18958.382811142415,,,,,,,,0.4973878733789981,W,3229.3097,2323.945979484205,True,False,False,False,False,False,False,False,256,False,True,0.0334096645571128,5121.383955,0.4493003103956557,HST,QSO J1550+4001,False
218.79804177712333,36.077008129355,1134.3589,3200.0,COS,QSO J1435+3604,20270.143999999997,6,"MULTI,17093,11598",,,57.792258085445276,0.0,1.0,0.00140798588781427,0.4294757451675097,0.4286717176437378,143511.53+360437.2,,,0.0,5558.2253559516585,,,,,,,,0.4294757451675097,W,3200.0,2218.546356499975,True,False,False,False,False,False,False,False,256,False,True,0.0316597044755579,5548.840362,0.3592851057870722,HST,QSO J1435+3604,False
190.4750938105486,57.352045190830005,1067.2913,3217.0026,COS,QSO J1241+5721,44229.632000000005,7,"MULTI,17093,13033,11598",,,348.2030289388125,0.0,1.0,0.022149993148590657,0.584523031560963,0.583471,124154.02+572107.3,,,0.0,5883.6480279619545,,,,,,,,0.584523031560963,W,3217.0026,2459.179744982615,True,False,False,False,False,False,False,False,256,False,True,0.0225612960779132,2202.770666,1.1099022760455388,HST,QSO J1241+5721,False
168.16296276039165,35.65784085977,1150.0,3200.0,COS,QSO J1112+3539,27383.68,6,"MULTI,17093,11598",,,675.6360539155354,0.0,1.0,0.011426507444911103,0.6360058726998556,0.635972,111239.11+353928.2,,,0.0,17678.715381423644,,,,,,,,0.6360058726998556,W,3200.0,2539.081114430176,True,False,False,False,False,False,False,False,256,False,True,0.0226034754651103,5500.647152,0.2869755182645904,HST,QSO J1112+3539,False
246.98380097141407,55.375416931405994,1111.6534,8500.0,COS/FOS,QSO B1626+5529,26455.298375885377,20,"MULTI,12029,15890,6781",,,143.10421765892667,0.0,0.0,143.1042176588639,,,,0.1326,J16279+5522,1.0,0.14380873193076202,,Sul,,,,,,0.1326,*,7000.0,1757.7952,True,True,False,False,False,False,False,False,0,False,False,,,,HST,QSO B1626+5529,True
322.8970417374441,-12.118032741478949,1131.5618,3301.0,COS/FOS,QSO B2128-123,77822.01257462325,19,"MULTI,12536,13398,4581",,,12475.37124127148,0.0,0.0,12475.37124127148,,,,0.4996,J21315-1207,1.0,0.4323334432034924,5.62106072561036e-15,Sul,,,,,,0.4996,*,3301.0,2327.3792,True,True,False,False,False,False,False,False,0,False,False,,,,HST,QSO B2128-123,False
