ra_deg,dec_deg,em_min_aa,em_max_aa,all_instruments,mast_target_name,total_exptime,n_obs,proposal_ids,z_rankine,rankine_name,rankine_sep_arcsec,in_rankine,in_wushen,wushen_sep_arcsec,z_wushen,z_lyke,wushen_name,z_legacy,name_legacy,in_legacy_csv,legacy_sep_arcsec,f1450_legacy,z_src_legacy,z_kaspi,z_rm,z_ned,ned_name,ned_z_flag,best_z,z_source,em_max_aa_uv,civ_obs_aa,has_civ,in_sulentic2007,in_kaspi2000,in_barth2015,in_du2015,in_bentz2015,in_shen2016,in_matthews2021,catalog_flags,in_nls1_rk17,in_rakshit2020,rk20_sep_arcsec,hbeta_fwhm_rk20,rfeii_rk20,instrument_source,common_name,has_iue_data
191.746979752735,31.438804137655005,781.824,2050.0,COS,2MASS J12465925+3126196,4144.0,2,17217,,,195.2805372601944,0.0,1.0,0.02045473204069495,0.2767042894828003,0.277016,124659.27+312619.7,,,0.0,17770.48666107943,,,,,,,,0.2767042894828003,W,2050.0,1981.445057277306,True,False,False,False,False,False,False,False,256,False,True,0.014124874839276,3150.199597,0.3735052274933789,HST,2MASS J12465925+3126196,False
330.81253966803,31.760516033122226,1140.0,4822.0,COS/FOS,J2203+3145,12752.174500000001,9,"16679,2578",,,3442.1489968670526,0.0,0.0,1979.7900235792492,,,,0.2952,J22032+3145,1.0,0.6004524421968359,1.18068270115325e-14,Sul,,,,,,0.2952,*,4822.0,2010.1503999999998,True,True,False,False,False,False,False,False,0,False,False,,,,HST,J2203+3145,False
182.68371854793,16.75919165883,1130.2572,3200.0,COS,SDSS J121044.09+164533.1,19855.28,3,17093,,,485.71164450286824,0.0,1.0,0.11142508976707698,0.2164566400897719,0.2166,121044.09+164533.1,,,0.0,10217.780546741278,,,,,,,,0.2164566400897719,W,3200.0,1887.940705419326,True,False,False,False,False,False,False,False,256,False,True,0.1574071109210957,2462.986575,0.0,HST,SDSS J121044.09+164533.1,False
351.4760198142625,21.887225061066246,1131.3114,1802.3665,COS,SWIFT J2325.6+2157,16982.62,8,14268,,,386.6079735310612,0.0,0.0,241.94801196659418,,,,0.12,RBS2005,1.0,0.1118959404704506,5.69709112867797e-15,https://arxiv.org/pdf/1710.10703.pdf,,,,,,0.12,*,1802.3665,1738.2400000000002,True,False,False,False,False,False,False,False,0,False,False,,,,HST,SWIFT J2325.6+2157,False
155.91523663104,52.563796913044996,50.142700000000005,2439.09,COS,2MASS J10233966+5233496,3017.9520000000007,2,17433,,,420.06676128326075,0.0,1.0,0.08733494158052665,0.1356801793143951,0.137,102339.64+523349.6,,,0.0,12520.553387750177,,,,,,,,0.1356801793143951,W,2439.09,1762.5756382959412,True,False,False,False,False,False,False,False,384,True,True,0.0821332619273176,1773.047645,0.8591649063870579,HST,2MASS J10233966+5233496,False
205.30806472489502,-0.8875081847267,1131.0325,2281.9528,COS,LBQS-1338-0038,7355.2,2,15890,,,513.3770050534494,0.0,1.0,0.04589806234874323,0.2367316779315824,0.236994,134113.93-005315.0,,,0.0,19636.617577132747,,,,,,,,0.2367316779315824,W,2281.9528,1919.407564149816,True,False,False,False,False,False,False,False,256,False,True,0.155697171353344,2648.143041,0.0,HST,LBQS-1338-0038,False
140.68799504164,30.549546545375,784.0748000000001,2050.0,COS,2MASS J09224506+3032585,4119.744000000001,2,17217,,,906.199517084625,0.0,1.0,0.060640892632628576,0.2872066210280395,0.2871350944042206,092245.12+303258.3,,,0.0,28114.832628857068,,,,,,,,0.2872066210280395,W,2050.0,1997.7446758355172,True,False,False,False,False,False,False,False,256,False,True,0.0157085027506135,3939.777974,0.2115782731171376,HST,2MASS J09224506+3032585,False
149.5874814959475,32.40054686382281,31.7117,8950.0,COS/FOS/STIS,Ton 469,75541.36337393189,32,"MULTI,17211,15826,8596,9506,4952,5451,5588,3566",,,926.2162827016678,0.0,1.0,0.6790080842015216,0.5300183756985366,0.5308651328086853,095820.94+322402.2,0.5298,3C232,1.0,0.6300944591765524,2.7912469513102304e-15,Sul,,,,,,0.5300183756985366,W,7000.0,2374.5885190841286,True,True,False,False,False,False,False,False,384,True,True,0.6739662086968098,1564.286128,0.6542905523183424,HST,Ton 469,True
214.25350532111196,44.935074524938,1129.6591,5700.0,COS/FOS/STIS,LEDA 51016,36668.34841729729,20,"16301,17511,6781,3566",,,227.68278614172254,0.0,1.0,0.18403435470758814,0.1138140055114756,0.113581,141700.82+445606.3,0.1151,PG1415+451,1.0,0.17753804064510104,9.94400589691742e-15,Sul,0.114,,,,,0.1138140055114756,W,5700.0,1728.6393365538102,True,True,True,False,False,False,False,False,257,False,True,0.2610974482038975,3243.073442,1.2941902145235538,HST,LEDA 51016,True
147.653138735965,51.477243698875,24.5003,2440.2066999999997,COS,2MASS J09503674+5128382,28231.488,2,16765,,,88.51254730610381,0.0,1.0,0.06391871544796413,0.2143385964407526,0.2142087519168853,095036.75+512838.1,,,0.0,10522.606320128569,,,,,,,,0.2143385964407526,W,2440.2066999999997,1884.6535016760479,True,False,False,False,False,False,False,False,256,False,True,0.0517617002605888,3042.688933,0.7321016323440596,HST,2MASS J09503674+5128382,False
240.54791350028,14.181518715885002,783.665,2050.0,COS,SDSSJ1602+1410,4015.968,2,17217,,,544.8265252123584,0.0,1.0,0.048666361586544644,0.2766326160680635,0.2766,160211.49+141053.4,,,0.0,19983.94028128606,,,,,,,,0.2766326160680635,W,2050.0,1981.3338201376346,True,False,False,False,False,False,False,False,256,False,True,0.0122328501700171,6578.2305,0.2429840805232818,HST,SDSSJ1602+1410,False
208.81897479360168,56.21239678430334,1112.1354,2282.8904,COS,LEDA 2816068,16288.160000000002,6,16896,,,634.5934327596648,0.0,1.0,0.05868161093480909,0.1218034353514376,0.122,135516.56+561244.6,,,0.0,21905.74334400143,,,,,,,,0.1218034353514376,W,2282.8904,1741.0389316654312,True,False,False,False,False,False,False,False,384,True,True,0.0565750456400605,1233.887768,0.9262510084771696,HST,LEDA 2816068,False
186.26338877741,16.401862344546668,1130.8906,3200.0,COS,LBQS 1222+1640,24231.807999999997,3,17093,,,524.253801087974,0.0,1.0,0.09702533079061312,0.5493114487048737,0.5484,122503.21+162406.7,,,0.0,12599.284919374115,,,,,,,,0.5493114487048737,W,3200.0,2404.531368389964,True,False,False,False,False,False,False,False,256,False,True,0.1326467925793481,4512.960161,0.4026549790457557,HST,LBQS 1222+1640,False
284.5047382701933,48.83982998626001,1381.8548999999998,1775.0,COS,1RXS J185800.9+485020,20434.624000000003,3,16679,,,26524.245702761193,0.0,0.0,26524.245702761193,,,,,,0.0,58468.40855385303,,,,0.079,,,,0.079,B,1775.0,1674.608,True,False,False,False,False,True,False,False,8,False,False,,,,HST,1RXS J185800.9+485020,False
218.682014990665,20.090112387150004,1065.1844,3211.4893,COS,SDSS J143443.68+200524.4,23394.688000000002,4,17093,,,880.2229886664461,0.0,1.0,0.06249971680428137,0.4561662348515503,0.457,143443.68+200524.4,,,0.0,6254.965611131697,,,,,,,,0.4561662348515503,W,3211.4893,2259.969996489606,True,False,False,False,False,False,False,False,256,False,True,0.1054232327212744,3370.891602,1.4823543337603546,HST,SDSS J143443.68+200524.4,False
199.782612567015,27.307794616125,784.8845999999999,2050.0,COS,PB 3493,4085.92,2,17217,,,854.2728071277346,0.0,1.0,0.04774831969540219,0.2838798897818679,0.284453,131907.83+271828.0,,,0.0,9652.649004974273,,,,,,,,0.2838798897818679,W,2050.0,1992.5815889414591,True,False,False,False,False,False,False,False,256,False,True,0.0879322152837953,6248.245754,0.4084426515222363,HST,PB 3493,False
33.10652966990833,1.0155901906558331,31.4038,2439.7135,COS,PB 6739,57986.296,6,17211,,,407.1390228069678,0.0,1.0,0.08911850018193869,0.5124950634903213,0.5131096243858337,021225.56+010056.1,,,0.0,6697.523819985776,,,,,,,,0.5124950634903213,W,2439.7135,2347.392338536979,True,False,False,False,False,False,False,False,256,False,True,0.090004022265711,4594.215831,0.8971110373189609,HST,PB 6739,False
14.291438226575,14.769489031527499,1130.5213,3200.0,COS/FOS,[OKM2018] SWIFT J0056.9+1472,9063.59943994141,4,"17093,5948",,,322.9034046700537,0.0,1.0,0.05300464235536537,0.1718091498586923,0.171875,005709.94+144610.1,,,0.0,8103.998129138031,,,,,,,,0.1718091498586923,W,3200.0,1818.6478005806903,True,False,False,False,False,False,False,False,256,False,True,0.2518824757322005,8388.420745,0.0,HST,[OKM2018] SWIFT J0056.9+1472,True
117.75593151926502,29.238655257680005,31.6387,2439.7186,COS,ATO J117.7559+29.2386,3831.9360000000006,2,17433,,,301.0892178610557,0.0,1.0,0.05579320358878723,0.1210142853943256,0.120891,075101.42+291419.1,,,0.0,6865.112335861935,,,,0.1209,,,,0.1210142853943256,W,2439.7186,1739.8141709319934,True,False,False,False,True,True,False,False,396,True,True,0.0852061148162071,1396.332703,0.9922831240056602,HST,ATO J117.7559+29.2386,False
185.16396063836336,17.305760792576667,1130.4467,3200.0,COS,87GB 121807.5+173455,24231.807999999997,3,17093,,,169.057053513841,0.0,1.0,0.04585683026877588,0.4433122496293902,0.4429,122039.35+171820.7,,,0.0,12939.924631028922,,,,,,,,0.4433122496293902,W,3200.0,2240.0206114248135,True,False,False,False,False,False,False,False,384,True,True,0.0686474783633964,2157.303993,1.2941441265119191,HST,87GB 121807.5+173455,False
259.70956946293995,30.700439973140004,784.2232,2050.0,COS,2MASS J17185029+3042017,4080.0,2,17217,,,314.75376258833165,0.0,1.0,0.013815164024997512,0.2823390330206112,0.28247,171850.29+304201.5,,,0.0,10400.824438422891,,,,,,,,0.2823390330206112,W,2050.0,1990.1901792479887,True,False,False,False,False,False,False,False,384,True,True,0.0699139205786972,1370.188704,1.1719288619198245,HST,2MASS J17185029+3042017,False
185.28721222858002,42.47755857879001,784.3817,2050.0,COS,2MASS J12210891+4228388,4207.584,2,17217,,,522.7059701615804,0.0,1.0,0.018856122041741613,0.2881621507280459,0.287823,122108.93+422839.2,,,0.0,13873.406559733463,,,,,,,,0.2881621507280459,W,2050.0,1999.227657929927,True,False,False,False,False,False,False,False,384,True,True,0.0225584116312516,1647.924222,1.245060176729902,HST,2MASS J12210891+4228388,False
183.50561865083,40.806363748820004,783.3644,2050.0,COS,2MASS J12140133+4048233,3904.064,2,17217,,,382.1163093549188,0.0,1.0,0.018254901090024978,0.2769524597484584,0.277065,121401.34+404822.8,,,0.0,15212.643262501168,,,,,,,,0.2769524597484584,W,2050.0,1981.8302175296076,True,False,False,False,False,False,False,False,384,True,True,0.0337420736208444,2050.740765,0.4114239982637476,HST,2MASS J12140133+4048233,False
196.09535704986502,20.919536575149998,784.5985,2050.0,COS,2MASS J13042289+2055107,4071.2960000000003,2,17217,,,454.4266872067675,0.0,1.0,0.038922892920900544,0.2822847917674421,0.2824,130422.88+205510.3,,,0.0,9392.192297848525,,,,,,,,0.2822847917674421,W,2050.0,1990.10599682307,True,False,False,False,False,False,False,False,256,False,True,0.0360619043314547,4529.308602,0.1333855027550123,HST,2MASS J13042289+2055107,False
121.09424064935499,19.444102662975,785.5384000000001,2050.0,COS,2MASS J08042265+1926386,3985.44,2,17217,,,780.0706545847711,0.0,1.0,0.037912740305754096,0.2786677653299724,0.278965,080422.61+192638.7,,,0.0,38628.24051509183,,,,,,,,0.2786677653299724,W,2050.0,1984.492371792117,True,False,False,False,False,False,False,False,256,False,True,0.0320477795519513,3650.443645,0.2023137336203269,HST,2MASS J08042265+1926386,False
190.544187484225,33.28407258326,31.5605,2439.9381,COS,IRASF12397+3333,3727.8720000000003,2,17433,,,695.3571498800844,0.0,0.0,318.79970971059186,,,,,,0.0,12326.6676376064,,,,0.043513,,,,0.043513,B,2439.9381,1619.532176,True,False,False,False,True,True,False,False,140,True,False,,,,HST,IRASF12397+3333,False
143.26118830643497,38.874447296225,30.6978,2439.1389,COS,LEDA 3095876,3799.904,2,17433,,,253.36396801196838,0.0,1.0,0.0210435175762566,0.1772697001326776,0.1770598888397216,093302.68+385228.0,,,0.0,4236.9448225229025,,,,0.17721,,,,0.1772697001326776,W,2439.1389,1827.1225746059156,True,False,False,False,False,True,False,False,392,True,True,0.0212699615201755,1602.150232,1.1477877158531764,HST,LEDA 3095876,False
71.119899744655,12.3532558293675,50.1443,2439.4773,COS,IRAS04416+1215,7375.904,4,17433,,,6032.989788685455,0.0,1.0,0.005329475695359375,0.0892256129861164,0.0893,044428.77+122111.7,,,0.0,52824.59904295205,,,,0.0889,,,,0.0892256129861164,W,2439.4773,1690.4781513544526,True,False,False,False,True,True,False,False,396,True,True,0.0921569656200015,1835.646992,1.5972592957399656,HST,IRAS04416+1215,False
120.381625046145,35.74343389538,31.482099999999996,2439.4712,COS,2MASS J08013157+3544362,3807.904,2,17433,,,518.8019698862914,0.0,1.0,0.06651052477761463,0.1788997738249112,0.178521916270256,080131.58+354436.4,,,0.0,18360.873784012485,,,,,,,,0.1788997738249112,W,2439.4712,1829.6524489762621,True,False,False,False,True,False,False,False,388,True,True,0.0671398762401253,1234.510058,1.5704889583478152,HST,2MASS J08013157+3544362,False
128.972765058145,5.888088264076,30.9333,2439.7226000000005,COS,2MASS J08355346+0553171,3791.9680000000003,2,17433,,,407.4151475739767,0.0,1.0,0.002657495996301632,0.2050768372364957,0.20512,083553.46+055317.1,,,0.0,26702.741741581198,,,,0.20512,,,,0.2050768372364957,W,2439.7226000000005,1870.2792513910413,True,False,False,False,False,True,False,False,392,True,True,0.0187678294654301,1389.608105,1.2874228673027088,HST,2MASS J08355346+0553171,False
157.195887944745,39.30012115191499,454.589,2399.4503,COS,[VV98] J102847.0+391758,8532.288,2,"MULTI,13862",,,180.3921021435198,0.0,1.0,0.09988102926419258,0.4725085969907454,0.4730941653251648,102847.00+391800.5,,,0.0,14926.555911675847,,,,,,,,0.4725085969907454,W,2399.4503,2285.333342529637,True,False,False,False,False,False,False,False,256,False,True,0.087532571370513,4161.113968,0.2713784767244672,HST,[VV98] J102847.0+391758,False
244.297593626982,6.6426351368732,454.5897999999999,2419.7502,COS,2MASS J16171142+0638333,26112.319999999996,5,"MULTI,11598",,,895.8217472543182,0.0,1.0,0.011835815103260747,0.2291917381085154,0.229454,161711.42+063833.4,0.229454,SDSSJ161711.42+063833.4,1.0,1.4532275283728657,4.0424898095459e-16,DR16,,,,,,0.2291917381085154,W,2419.7502,1907.7055775444157,True,False,False,False,False,False,False,False,256,False,True,0.0250945022668636,3863.343609,0.0,HST,2MASS J16171142+0638333,False
12.07910933978625,39.68656802340438,1134.3594,1796.0784999999998,COS,ZTF J004818.97+394111.8,55269.575999999994,16,11686,,,15350.136378271694,0.0,0.0,13120.825839088324,,,,0.135,QSO0045+3926,1.0,0.11798786402946616,8.12781615410735e-15,"Borisov, Voikhanskaya & Fabrika 1991",,,,,,0.135,*,1796.0784999999998,1761.52,True,False,False,False,False,False,False,False,0,False,False,,,,HST,ZTF J004818.97+394111.8,False
